id,y
10182,20.5675
10183,0.2075
10184,2.78
10185,109.2125
10186,67.2125
10187,2.4275
10188,50.8975
10189,53.64
10190,44.1975
10191,18.7075
10192,69.3225
10193,59.233125
10194,38.2
10195,18.9075
10196,150.43
10197,37.21
10198,132.4625
10199,124.165
10200,0.1725
10201,115.34
10202,39.545
10203,13.905
10204,16.7275
10205,56.13
10206,84.03983333333335
10207,97.74
10208,118.38
10209,52.3025
10210,15.76
10211,84.2075
10212,53.945
10213,101.005
10214,34.685
10215,2.0175
10216,92.84083333333334
10217,0.1475
10218,11.24
10219,41.2925
10220,76.9525
10221,182.27900000000002
10222,38.585625
10223,101.1
10224,47.05
10225,90.92
10226,8.48
10227,2.035
10228,49.8275
10229,103.135
10230,80.3525
10231,166.475
10232,177.0225
10233,136.344375
10234,36.5625
10235,3.0575
10236,8.0825
10237,33.4575
10238,64.18
10239,9.1275
10240,112.0125
10241,109.545
10242,49.8625
10243,104.2425
10244,7.73
10245,65.3925
10246,77.655
10247,12.071666666666667
10248,60.83304166666667
10249,56.115
10250,16.82502380952381
10251,39.41
10252,119.525
10253,89.17375
10254,27.255
10255,50.0725
10256,17.075
10257,6.2725
10258,192.31916666666663
10259,170.7075
10260,160.07479166666667
10261,36.615
10262,24.845
10263,90.9375
10264,6.19
10265,86.195
10266,119.4075
10267,62.99
10268,37.0375
10269,193.9475
10270,33.72219047619047
10271,129.57333333333335
10272,84.3475
10273,14.755
10274,89.53
10275,84.55675
10276,4.44
10277,53.90547619047619
10278,10.86375
10279,1.71
10280,15.1925
10281,19.0775
10282,101.7075
10283,113.62
10284,49.8375
10285,152.075
10286,107.4025
10287,28.500333333333334
10288,2.0025
10289,1.1675
10290,65.95
10291,55.77
10292,57.935
10293,36.1025
10294,56.53
10295,24.0975
10296,16.97
10297,42.155
10298,47.4125
10299,113.6075
10300,3.0825
10301,5.81
10302,84.08
10303,143.14
10304,78.4275
10305,68.0625
10306,83.0025
10307,94.05
10308,18.605
10309,63.7825
10310,166.5025
10311,9.33
10312,108.18
10313,16.2425
10314,34.693333333333335
10315,206.9725
10316,164.9175
10317,0.86
10318,91.2825
10319,4.1425
10320,7.0625
10321,185.21666666666664
10322,45.257
10323,31.238809523809522
10324,53.5225
10325,5.4775
10326,12.9125
10327,1.4775
10328,56.48398809523809
10329,116.885
10330,5.4125
10331,52.555
10332,27.8825
10333,69.635
10334,28.09
10335,2.955
10336,8.397166666666667
10337,7.185
10338,20.6425
10339,165.9925
10340,69.10889285714285
10341,26.8825
10342,160.275
10343,108.88
10344,70.725
10345,27.17
10346,46.3875
10347,35.9875
10348,101.3275
10349,103.575
10350,120.7775
10351,43.7125
10352,38.4775
10353,63.72875
10354,57.64
10355,57.2075
10356,4.960541666666668
10357,164.47
10358,0.45916666666666667
10359,51.0975
10360,160.74729166666665
10361,39.5625
10362,6.695
10363,48.8875
10364,6.44
10365,20.19
10366,9.8325
10367,4.65
10368,38.53
10369,72.675
10370,14.07625
10371,98.848125
10372,2.445
10373,139.1275
10374,23.595
10375,47.74
10376,9.095
10377,32.0225
10378,47.70333333333334
10379,5.3975
10380,34.07
10381,0.505
10382,141.025
10383,60.21787500000001
10384,207.6808333333333
10385,85.235625
10386,98.48416666666667
10387,108.335
10388,8.59
10389,32.915
10390,97.9475
10391,6.334833333333333
10392,0.365
10393,49.3425
10394,55.335
10395,36.58375
10396,45.4625
10397,13.0175
10398,49.6175
10399,37.48625
10400,105.46166666666666
10401,12.41
10402,49.0725
10403,12.8375
10404,56.87375
10405,15.6
10406,69.6975
10407,19.605
10408,111.31
10409,68.6525
10410,0.46166666666666667
10411,67.215
10412,2.1775
10413,32.7225
10414,1.25
10415,6.7975
10416,0.01
10417,162.315
10418,12.0175
10419,9.255
10420,33.9625
10421,150.3975
10422,131.3475
10423,17.685
10424,111.31
10425,2.875
10426,0.0225
10427,86.1925
10428,46.888999999999996
10429,62.0225
10430,18.67
10431,53.22119047619048
10432,7.0575
10433,43.39
10434,0.835
10435,60.545
10436,35.935
10437,1.74
10438,106.73
10439,87.19
10440,0.15
10441,39.65691666666666
10442,34.0325
10443,35.6975
10444,51.38
10445,0.345
10446,43.7325
10447,3.45
10448,67.6075
10449,21.78
10450,1.7608333333333335
10451,68.75
10452,28.38854166666667
10453,17.81
10454,7.2725
10455,56.465
10456,40.9375
10457,30.54
10458,158.44
10459,11.975
10460,2.965
10461,18.6
10462,35.81908333333333
10463,97.4825
10464,54.7525
10465,25.3925
10466,169.2875
10467,36.0025
10468,6.9
10469,42.695
10470,7.6525
10471,123.555
10472,31.4675
10473,6.3574464285714285
10474,28.435
10475,77.925
10476,71.9075
10477,96.2425
10478,45.21
10479,13.0375
10480,1.9
10481,0.3425
10482,32.86
10483,78.6225
10484,121.4675
10485,5.440166666666666
10486,22.28
10487,32.5575
10488,0.02
10489,26.3975
10490,11.2275
10491,34.67
10492,44.0425
10493,73.0225
10494,48.13
10495,45.9175
10496,1.77
10497,51.46083333333334
10498,4.3475
10499,169.24
10500,52.4875
10501,50.7375
10502,44.7775
10503,96.125
10504,5.7025
10505,43.3875
10506,28.23
10507,158.19750000000002
10508,0.085
10509,2.37
10510,72.3525
10511,86.72958333333332
10512,69.97958333333334
10513,65.76
10514,49.245
10515,72.40125
10516,0.27
10517,0.1
10518,18.6525
10519,12.3775
10520,83.90875
10521,52.385
10522,2.1375
10523,173.3125
10524,37.565
10525,100.8575
10526,90.595
10527,116.2575
10528,12.6275
10529,15.9125
10530,36.1525
10531,7.695
10532,119.44916666666666
10533,28.235
10534,36.964
10535,50.1225
10536,89.58
10537,79.775
10538,52.61
10539,2.145
10540,33.5325
10541,2.10875
10542,44.3575
10543,104.898
10544,0.2925
10545,138.35775
10546,56.345625
10547,83.105
10548,0.895
10549,49.275
10550,64.84
10551,6.255
10552,2.765
10553,8.9435
10554,45.6725
10555,88.07
10556,74.5925
10557,11.795
10558,163.7225
10559,167.5525
10560,1.7626309523809522
10561,43.8475
10562,38.20208928571428
10563,1.0775
10564,72.5825
10565,62.39
10566,7.97
10567,50.715
10568,135.575
10569,57.415
10570,193.4565
10571,122.6275
10572,91.99525
10573,36.985
10574,62.43166666666666
10575,7.768333333333333
10576,167.285
10577,78.37416666666667
10578,5.205
10579,34.7825
10580,16.105
10581,62.4125
10582,109.88
10583,20.905
10584,23.345
10585,41.675
10586,162.17
10587,71.0075
10588,118.3425
10589,62.288125
10590,7.66
10591,25.5175
10592,163.565
10593,91.6625
10594,4.73
10595,44.9925
10596,83.90441666666668
10597,117.8875
10598,1.715
10599,50.16375
10600,40.1075
10601,67.6425
10602,70.22375
10603,37.745
10604,79.835
10605,17.2225
10606,23.21
10607,43.9025
10608,93.4325
10609,45.535
10610,72.3075
10611,27.6025
10612,54.3725
10613,16.905
10614,128.9525
10615,112.96
10616,15.973571428571429
10617,18.43
10618,27.6
10619,0.52
10620,26.0525
10621,4.0125
10622,98.035
10623,0.6625
10624,85.185
10625,1.7525
10626,11.815238095238096
10627,0.875
10628,65.795
10629,110.86
10630,4.737928571428571
10631,52.7775
10632,186.51
10633,15.24
10634,32.67
10635,6.2875
10636,0.6425
10637,6.7375
10638,16.711041666666667
10639,57.0925
10640,80.4425
10641,6.53
10642,8.4775
10643,1.6775
10644,82.005
10645,31.9525
10646,77.945
10647,1.0
10648,43.52
10649,107.7825
10650,117.5175
10651,18.5225
10652,0.735
10653,46.44
10654,0.12
10655,34.77
10656,8.065
10657,5.085
10658,174.295
10659,5.6775
10660,104.795
10661,138.4275
10662,33.5375
10663,3.9425
10664,102.39854166666665
10665,189.655
10666,6.8125
10667,4.425
10668,42.9075
10669,50.9225
10670,30.02397619047619
10671,0.025
10672,32.64404761904762
10673,34.13916666666667
10674,16.77
10675,57.185
10676,113.7475
10677,2.8621666666666665
10678,37.7625
10679,57.9925
10680,26.6375
10681,47.8125
10682,35.8575
10683,56.5775
10684,14.4025
10685,67.0775
10686,5.8625
10687,1.035
10688,3.64
10689,114.135
10690,0.12
10691,58.86
10692,146.5596666666667
10693,4.970166666666667
10694,30.715
10695,95.7175
10696,140.09
10697,23.0425
10698,4.2825
10699,0.3025
10700,8.9675
10701,29.76479166666667
10702,46.41524999999999
10703,65.5925
10704,22.4725
10705,13.5025
10706,80.04
10707,41.43
10708,0.55225
10709,122.45
10710,0.085
10711,25.835
10712,40.273
10713,7.2225
10714,140.3075
10715,42.09333333333334
10716,40.26583333333333
10717,17.8625
10718,59.945
10719,142.4225
10720,96.2775
10721,66.345
10722,42.0875
10723,108.5325
10724,85.3975
10725,31.925
10726,24.3125
10727,66.0175
10728,68.397875
10729,31.165
10730,32.5665
10731,15.8325
10732,17.7525
10733,169.65416666666664
10734,6.75
10735,88.3425
10736,108.9175
10737,40.06916666666667
10738,1.165
10739,50.89166666666667
10740,45.57
10741,24.4075
10742,56.77
10743,56.21
10744,111.0975
10745,5.75
10746,18.5175
10747,123.4575
10748,50.4675
10749,26.0875
10750,13.448333333333332
10751,60.1975
10752,75.1425
10753,76.35375
10754,61.2725
10755,60.6725
10756,8.03
10757,94.7325
10758,193.45066666666665
10759,15.234166666666665
10760,16.8125
10761,8.5025
10762,84.7475
10763,27.0125
10764,89.385
10765,30.0925
10766,31.7175
10767,111.2075
10768,56.055
10769,1.165
10770,33.845
10771,84.6075
10772,4.67
10773,46.2975
10774,155.14125
10775,72.98
10776,8.9275
10777,54.6525
10778,2.0625
10779,3.5825000000000005
10780,49.3775
10781,19.235
10782,18.600625
10783,5.685
10784,0.265
10785,82.1275
10786,49.93
10787,25.93
10788,120.3525
10789,68.99
10790,113.0125
10791,38.04
10792,0.8025
10793,46.38666666666667
10794,21.33
10795,54.315
10796,1.4225
10797,52.2075
10798,37.0675
10799,152.08749999999998
10800,41.3325
10801,93.1725
10802,6.025
10803,84.3975
10804,45.5775
10805,32.39666666666667
10806,28.9225
10807,72.28
10808,147.315
10809,63.62
10810,25.765
10811,74.1875
10812,9.148
10813,96.7525
10814,8.5725
10815,2.71
10816,43.938500000000005
10817,103.44
10818,113.6225
10819,17.31
10820,5.7275
10821,110.0325
10822,24.785
10823,16.7025
10824,35.865
10825,0.2725
10826,119.2325
10827,77.7875
10828,7.3308333333333335
10829,85.53241666666665
10830,132.5275
10831,37.80608333333333
10832,51.74666666666666
10833,16.135
10834,69.805
10835,78.06
10836,38.945
10837,187.21
10838,66.18
10839,18.55
10840,43.7625
10841,38.7125
10842,15.785
10843,79.6225
10844,115.375
10845,44.0575
10846,15.5325
10847,0.6425
10848,6.44
10849,126.62
10850,5.2275
10851,72.145
10852,3.9175
10853,90.44
10854,66.16
10855,9.5725
10856,22.18
10857,28.2675
10858,63.5875
10859,3.9425
10860,32.6025
10861,96.6325
10862,23.77
10863,1.5175
10864,11.3
10865,14.99
10866,44.5525
10867,47.6
10868,3.5325
10869,4.258166666666667
10870,196.5925
10871,71.495
10872,56.98
10873,56.525
10874,9.036458333333336
10875,1.2534999999999998
10876,19.745
10877,119.265
10878,0.755
10879,0.485
10880,111.8925
10881,14.4775
10882,34.219166666666666
10883,22.23
10884,93.46708333333333
10885,2.6225
10886,67.375
10887,8.4725
10888,124.12941666666667
10889,14.9
10890,2.43
10891,32.31
10892,68.774375
10893,94.6725
10894,118.815
10895,2.5175
10896,96.42
10897,42.485
10898,25.529
10899,54.7325
10900,63.875
10901,86.54
10902,0.415
10903,52.135
10904,64.885
10905,6.3175
10906,175.66233333333338
10907,39.725
10908,52.3075
10909,1.9375
10910,106.7725
10911,9.92
10912,2.3675
10913,1.1175
10914,1.3125
10915,143.875
10916,99.5225
10917,18.5975
10918,89.425
10919,182.59150000000002
10920,68.96
10921,77.5675
10922,5.82
10923,164.315
10924,53.85
10925,75.0
10926,79.97
10927,80.5125
10928,128.6375
10929,67.51
10930,84.3125
10931,49.17666666666667
10932,2.180999999999999
10933,45.76
10934,33.915
10935,72.5775
10936,37.6325
10937,88.9925
10938,1.6248333333333336
10939,4.2525
10940,54.2075
10941,1.225
10942,9.368458333333335
10943,37.8175
10944,18.9175
10945,15.9925
10946,2.2325
10947,157.405
10948,82.41166666666668
10949,76.545
10950,63.265
10951,48.65
10952,58.9475
10953,118.42424999999999
10954,150.82375
10955,72.60766666666666
10956,0.7149166666666666
10957,2.1375
10958,68.0475
10959,111.535
10960,22.5075
10961,75.15
10962,129.195
10963,115.715
10964,50.19
10965,0.0175
10966,25.605
10967,52.237291666666664
10968,46.885
10969,40.905
10970,141.55
10971,119.755
10972,88.4625
10973,14.0375
10974,3.0025
10975,47.695
10976,52.3125
10977,5.755
10978,140.1025
10979,12.77
10980,77.1675
10981,77.6325
10982,6.025
10983,99.0625
10984,55.025
10985,34.0525
10986,84.15541666666668
10987,87.97
10988,165.9975
10989,34.7375
10990,0.0075
10991,20.8375
10992,7.5325
10993,135.3775
10994,52.15
10995,0.77
10996,101.665
10997,58.055
10998,7.095
10999,48.2925
11000,109.32
11001,73.90083333333332
11002,0.64
11003,22.43
11004,48.1375
11005,109.11375
11006,34.4225
11007,16.795
11008,28.4975
11009,36.5325
11010,0.6875
11011,130.255
11012,0.0225
11013,2.0578869047619044
11014,79.5875
11015,55.8
11016,63.525
11017,68.425
11018,101.6625
11019,24.14
11020,47.045
11021,4.290345238095239
11022,31.385
11023,55.065
11024,0.7925
11025,118.16
11026,39.365
11027,18.935
11028,74.25583333333333
11029,56.6475
11030,0.895
11031,15.7125
11032,87.1725
11033,31.189166666666665
11034,2.29
11035,46.6075
11036,17.388333333333332
11037,7.94625
11038,89.325
11039,31.63666666666667
11040,58.865
11041,117.005
11042,46.765
11043,46.82916666666667
11044,53.695
11045,51.525
11046,139.895
11047,16.00583333333333
11048,43.65975
11049,131.26
11050,84.9225
11051,81.285
11052,7.5425
11053,103.66208333333333
11054,0.2625
11055,38.625
11056,48.0325
11057,19.58
11058,4.8975
11059,43.0575
11060,1.0
11061,34.8375
11062,36.565
11063,71.14999999999999
11064,33.98708333333334
11065,65.66
11066,172.6825
11067,50.395
11068,34.935
11069,64.2775
11070,7.0225
11071,36.771208333333334
11072,1.4375
11073,39.785833333333336
11074,155.5575
11075,122.4925
11076,62.895
11077,91.735
11078,60.185
11079,119.3125
11080,192.8025
11081,46.415
11082,33.41
11083,127.6075
11084,119.235
11085,35.1925
11086,43.533166666666666
11087,134.5975
11088,161.31
11089,59.4925
11090,29.6075
11091,20.7125
11092,114.1125
11093,0.4775
11094,91.9175
11095,36.9225
11096,78.6775
11097,1.0
11098,5.859154761904762
11099,43.69916666666667
11100,137.0425
11101,45.365
11102,113.625
11103,195.3475
11104,121.67
11105,42.5225
11106,115.545
11107,165.745
11108,36.6075
11109,0.8395833333333332
11110,59.175
11111,0.18
11112,100.495
11113,15.9625
11114,49.1875
11115,8.655
11116,80.21880952380953
11117,7.0275
11118,6.2875
11119,14.95
11120,38.3275
11121,9.3375
11122,143.9025
11123,17.015
11124,41.125
11125,2.5175
11126,29.3325
11127,16.3425
11128,16.175
11129,0.2825
11130,37.84
11131,80.63
11132,160.265
11133,6.2175
11134,1.8546875
11135,15.660833333333334
11136,34.0775
11137,2.465
11138,9.745
11139,105.1025
11140,0.6175
11141,59.58
11142,51.655
11143,15.6925
11144,0.2
11145,4.465
11146,15.2325
11147,95.415
11148,14.09
11149,1.9875
11150,35.148250000000004
11151,5.011666666666667
11152,38.0225
11153,42.3725
11154,62.6225
11155,1.613333333333333
11156,34.8725
11157,52.3375
11158,64.7
11159,30.7925
11160,35.9725
11161,16.955
11162,175.1775
11163,55.785
11164,114.8575
11165,74.43
11166,0.2825
11167,7.1025
11168,40.79333333333334
11169,67.962875
11170,6.3375
11171,1.6871666666666667
11172,82.6825
11173,195.59
11174,25.973571428571425
11175,24.0275
11176,116.7225
11177,39.125
11178,58.51925
11179,1.89
11180,108.3675
11181,85.905
11182,120.3475
11183,9.7875
11184,42.675
11185,77.4475
11186,65.84
11187,1.8275
11188,0.6025
11189,9.65
11190,56.5175
11191,17.2475
11192,64.52125
11193,0.1775
11194,106.9
11195,15.592916666666666
11196,136.995
11197,28.12
11198,12.9925
11199,125.5575
11200,5.947833333333332
11201,158.57541666666665
11202,160.895
11203,29.8925
11204,38.0
11205,1.8425
11206,1.9525
11207,3.1158333333333332
11208,60.145
11209,43.94
11210,47.795
11211,70.5625
11212,5.4875
11213,9.486369047619048
11214,34.9325
11215,26.8
11216,72.465
11217,35.09
11218,10.7675
11219,2.6725
11220,141.2
11221,26.41
11222,2.985
11223,113.92783333333335
11224,59.0175
11225,23.17
11226,37.0425
11227,0.13
11228,25.5025
11229,2.27
11230,1.9
11231,47.6925
11232,80.325
11233,5.5425
11234,60.1225
11235,52.7075
11236,197.70375
11237,149.5875
11238,23.81875
11239,2.8875
11240,40.7725
11241,2.9975
11242,9.98
11243,7.444166666666668
11244,4.425
11245,48.8175
11246,29.5525
11247,32.845
11248,44.157333333333334
11249,85.995
11250,3.55
11251,85.8975
11252,54.16
11253,105.47
11254,28.6725
11255,116.625
11256,188.7525
11257,59.8275
11258,88.015
11259,33.035
11260,12.2475
11261,77.8725
11262,36.9575
11263,106.77
11264,8.08
11265,76.48
11266,59.995
11267,7.9875
11268,124.93
11269,69.17
11270,64.1025
11271,36.24
11272,10.825
11273,69.29480654761906
11274,0.985
11275,0.2325
11276,151.695
11277,115.3725
11278,91.2275
11279,8.91875
11280,26.6375
11281,4.0225
11282,10.035
11283,79.3575
11284,132.115
11285,88.96
11286,67.25339285714286
11287,38.7075
11288,56.8525
11289,102.06174999999999
11290,25.2325
11291,116.47
11292,3.07
11293,63.485
11294,54.94047619047619
11295,43.985
11296,40.61
11297,79.13
11298,3.31
11299,60.65625
11300,39.105
11301,134.475
11302,18.19
11303,10.521666666666665
11304,77.8975
11305,64.275
11306,39.6975
11307,12.9425
11308,33.41
11309,118.0925
11310,64.095
11311,19.87
11312,0.46
11313,68.9575
11314,26.76
11315,2.4139880952380954
11316,100.9775
11317,0.0125
11318,2.6475
11319,3.27
11320,92.6275
11321,39.8225
11322,191.16
11323,125.15174999999999
11324,76.7325
11325,16.552738095238098
11326,123.2075
11327,46.2725
11328,10.353333333333335
11329,39.1775
11330,38.428333333333335
11331,3.0475
11332,15.1
11333,197.7425
11334,57.9675
11335,47.8475
11336,34.7975
11337,31.934166666666666
11338,21.02604166666666
11339,55.465
11340,5.4675
11341,107.315
11342,20.885
11343,75.0725
11344,54.466339285714284
11345,90.6175
11346,13.08
11347,49.795
11348,36.937125
11349,11.935
11350,208.34049999999996
11351,20.731708333333337
11352,123.0225
11353,1.4425
11354,0.9775
11355,37.33
11356,39.615
11357,3.155
11358,52.875
11359,108.8475
11360,44.4675
11361,68.025
11362,57.415
11363,15.6325
11364,0.395
11365,218.69583333333333
11366,130.97
11367,9.345
11368,34.175
11369,128.7875
11370,0.7775
11371,35.99333333333333
11372,81.5175
11373,156.24
11374,62.741625000000006
11375,89.905
11376,9.9975
11377,2.8
11378,95.7175
11379,12.14
11380,108.2675
11381,0.0275
11382,2.125
11383,79.315
11384,42.2475
11385,119.5425
11386,194.11666666666665
11387,59.7925
11388,45.1525
11389,38.7225
11390,44.08291666666665
11391,84.41
11392,43.46958333333334
11393,107.29520833333333
11394,49.03
11395,0.7975
11396,54.4475
11397,0.81
11398,12.449666666666667
11399,67.2525
11400,15.91
11401,95.8975
11402,93.6645
11403,16.85
11404,47.582708333333336
11405,43.2425
11406,63.7975
11407,0.8541666666666667
11408,1.7175
11409,55.4625
11410,84.3625
11411,50.6325
11412,74.445
11413,75.8425
11414,45.76
11415,75.9875
11416,5.3975
11417,21.3125
11418,1.1875
11419,47.8525
11420,120.5775
11421,4.2825
11422,17.0975
11423,6.985
11424,5.81
11425,28.3925
11426,63.68175
11427,2.127
11428,47.1025
11429,7.355
11430,49.5175
11431,47.7175
11432,37.3375
11433,201.28
11434,60.72
11435,38.0425
11436,156.70833333333331
11437,34.655
11438,34.3825
11439,50.78
11440,92.93083333333334
11441,68.565
11442,22.44541666666667
11443,3.3275
11444,33.8625
11445,35.5125
11446,52.39
11447,2.6805000000000003
11448,62.675
11449,173.1525
11450,20.034999999999997
11451,18.7725
11452,17.565
11453,1.805
11454,99.16
11455,9.27641666666667
11456,29.075
11457,47.4325
11458,164.455
11459,25.69
11460,0.135
11461,42.2325
11462,84.775
11463,45.395
11464,111.3925
11465,26.565
11466,39.9925
11467,2.635238095238096
11468,111.69825
11469,70.1875
11470,38.3675
11471,60.7875
11472,6.2075
11473,79.87666666666667
11474,14.275
11475,5.9925
11476,53.0675
11477,96.69
11478,5.083470238095239
11479,2.785
11480,97.21
11481,100.76
11482,218.9525
11483,46.03125
11484,83.0475
11485,8.955
11486,57.1375
11487,30.9875
11488,0.3775
11489,31.3575
11490,143.65
11491,96.3625
11492,129.5175
11493,50.715
11494,0.0
11495,76.5975
11496,24.5275
11497,54.31145833333333
11498,58.7775
11499,14.3575
11500,32.695
11501,2.165625
11502,70.765
11503,112.93
11504,49.8825
11505,39.835
11506,21.335
11507,9.7525
11508,8.1125
11509,31.9475
11510,59.475
11511,23.1475
11512,84.12666666666667
11513,5.545
11514,93.4175
11515,0.9975
11516,28.695
11517,28.33825
11518,82.34233333333336
11519,33.885
11520,13.9375
11521,89.505
11522,144.25
11523,106.875
11524,25.88583333333333
11525,8.4
11526,24.315
11527,5.536666666666667
11528,60.295
11529,5.905
11530,30.325327380952377
11531,52.81
11532,40.915
11533,65.94
11534,75.60855654761903
11535,79.5575
11536,81.55
11537,110.48
11538,1.4175
11539,81.0275
11540,28.86
11541,94.465
11542,0.53
11543,65.655
11544,27.785
11545,17.5025
11546,28.611666666666668
11547,148.27
11548,146.3575
11549,28.295
11550,28.1925
11551,20.295
11552,52.5575
11553,110.9925
11554,71.81
11555,25.67
11556,1.98125
11557,13.26
11558,1.3075
11559,27.3325
11560,95.48
11561,43.865
11562,5.495
11563,0.1975
11564,60.615
11565,20.6225
11566,57.7125
11567,51.6875
11568,78.9625
11569,1.40125
11570,202.1825
11571,13.455
11572,103.72966666666666
11573,155.33
11574,3.1625
11575,184.1725
11576,23.87
11577,59.947142857142865
11578,61.83
11579,129.4125
11580,49.1225
11581,116.085
11582,116.835
11583,6.6525
11584,40.57666666666667
11585,8.78
11586,0.26416666666666666
11587,131.2275
11588,30.26
11589,6.585
11590,63.7475
11591,68.1625
11592,39.9825
11593,6.915
11594,104.4925
11595,107.3375
11596,84.625
11597,25.2325
11598,150.365
11599,16.6
11600,45.9025
11601,34.6725
11602,61.605
11603,148.755
11604,91.85
11605,4.295
11606,0.855
11607,44.705
11608,9.97
11609,0.31
11610,21.65
11611,24.165
11612,81.1275
11613,65.625
11614,52.0225
11615,70.485
11616,1.265
11617,0.0
11618,40.1925
11619,18.465
11620,85.53416666666668
11621,97.8375
11622,68.765
11623,4.404583333333334
11624,0.3225
11625,134.245
11626,69.165
11627,91.0925
11628,47.87
11629,49.41325
11630,60.9125
11631,60.8625
11632,4.24
11633,5.49
11634,1.775
11635,24.3425
11636,46.0375
11637,110.759
11638,149.79
11639,49.01
11640,83.24041666666668
11641,42.2625
11642,59.36
11643,0.5025
11644,13.995
11645,53.8
11646,43.34833333333333
11647,31.9825
11648,142.525
11649,1.4025
11650,45.155874999999995
11651,100.1825
11652,77.9375
11653,82.975
11654,42.343
11655,31.1725
11656,83.2275
11657,6.435
11658,115.52
11659,1.9629761904761904
11660,34.26375
11661,0.615
11662,74.38
11663,28.5575
11664,161.05416666666667
11665,19.46
11666,48.615
11667,59.6025
11668,5.6525
11669,63.31
11670,14.8725
11671,190.1675
11672,68.19875
11673,97.4375
11674,69.32
11675,8.4425
11676,80.4325
11677,1.5425
11678,96.1
11679,7.275
11680,71.15
11681,81.53125
11682,145.9425
11683,53.43125
11684,3.0580000000000003
11685,54.63
11686,27.6375
11687,94.105
11688,44.27
11689,1.595
11690,67.645
11691,20.53
11692,48.8825
11693,4.6025
11694,82.4725
11695,82.1125
11696,71.5175
11697,65.315
11698,73.07066666666667
11699,19.5625
11700,95.43
11701,2.8575
11702,32.78
11703,60.485
11704,141.98375
11705,0.285
11706,180.675
11707,72.5175
11708,7.8175
11709,28.505
11710,1.2425
11711,42.0725
11712,30.4175
11713,61.885
11714,40.2125
11715,52.27
11716,45.4625
11717,84.8075
11718,6.6675
11719,102.03504166666666
11720,56.22
11721,104.78
11722,94.07
11723,24.805
11724,25.0675
11725,167.6305654761905
11726,40.0135
11727,0.915
11728,63.51
11729,31.02
11730,70.7575
11731,53.2725
11732,44.865
11733,40.425
11734,0.7
11735,0.7375
11736,31.81
11737,33.38066666666667
11738,0.4925
11739,52.255
11740,43.3475
11741,79.725
11742,26.8
11743,124.7625
11744,15.565
11745,56.94535714285715
11746,23.5575
11747,0.9216666666666665
11748,9.5025
11749,181.26
11750,115.65
11751,23.33
11752,125.76
11753,120.325
11754,1.3733333333333335
11755,21.23
11756,1.67
11757,0.85
11758,50.9475
11759,24.9375
11760,110.9825
11761,16.72
11762,38.75183333333333
